year,km_driven,fuel,seller_type,transmission,owner,selling_price
2013,93283,Diesel,Dealer,Manual,First Owner,600000
2009,217871,Diesel,Dealer,Manual,First Owner,300000
2012,90165,Diesel,Dealer,Manual,First Owner,450000
2014,101504,Diesel,Dealer,Manual,First Owner,750000
2010,86017,Diesel,Dealer,Manual,Second Owner,325000
2013,85036,Diesel,Dealer,Manual,Second Owner,900000
2006,91086,Petrol,Dealer,Manual,Second Owner,180000
2013,160254,Diesel,Dealer,Manual,Second Owner,350000
2013,125531,Diesel,Dealer,Manual,Second Owner,600000
2019,60000,Diesel,Individual,Manual,First Owner,900000
2006,100000,Diesel,Individual,Manual,First Owner,350000
2013,90000,Diesel,Individual,Manual,Third Owner,280000
2009,120000,Diesel,Individual,Manual,Second Owner,225000
2014,82000,Diesel,Individual,Manual,First Owner,520000
2016,60000,Diesel,Individual,Manual,First Owner,509999
2019,24000,Petrol,Individual,Manual,First Owner,556000
2014,120000,Diesel,Individual,Manual,First Owner,225000
2013,65000,Diesel,Dealer,Manual,First Owner,325000
2013,65000,Diesel,Dealer,Manual,First Owner,365000
2015,84000,Diesel,Dealer,Manual,First Owner,850000
2013,75000,Diesel,Dealer,Manual,First Owner,350000
2007,50000,Diesel,Dealer,Manual,First Owner,225000
2011,50000,Petrol,Individual,Manual,First Owner,135000
2007,49000,Petrol,Dealer,Manual,First Owner,140000
2016,560000,Diesel,Dealer,Manual,First Owner,665000
2015,14365,Petrol,Dealer,Manual,First Owner,275000
2017,41000,Diesel,Individual,Automatic,First Owner,2750000
2013,65000,Diesel,Dealer,Manual,First Owner,484999
2015,65000,Diesel,Dealer,Manual,First Owner,565000
2013,61083,Diesel,Dealer,Manual,First Owner,425000
2013,75000,Diesel,Individual,Manual,First Owner,925000
2012,72000,Diesel,Dealer,Manual,First Owner,565000
2014,65000,Diesel,Dealer,Manual,First Owner,525000
2017,55000,Diesel,Dealer,Manual,First Owner,1650000
2015,21000,Petrol,Dealer,Manual,Second Owner,295000
2012,66363,Petrol,Dealer,Automatic,Second Owner,2050000
2018,11700,Petrol,Dealer,Automatic,First Owner,1475000
2017,10000,Petrol,Individual,Automatic,First Owner,1100000
2014,100000,Diesel,Individual,Automatic,Second Owner,4400000
2016,7104,Petrol,Trustmark Dealer,Manual,First Owner,670000
2015,45974,Diesel,Trustmark Dealer,Manual,First Owner,750000
2015,55340,Petrol,Trustmark Dealer,Manual,First Owner,760000
2017,20000,Petrol,Dealer,Automatic,Second Owner,850000
2015,61585,Diesel,Trustmark Dealer,Manual,First Owner,390000
2016,39415,Petrol,Trustmark Dealer,Automatic,Second Owner,450000
2014,29654,Petrol,Trustmark Dealer,Manual,First Owner,425000
2016,64672,Diesel,Trustmark Dealer,Manual,First Owner,770000
2015,54634,Diesel,Trustmark Dealer,Automatic,Second Owner,1150000
2015,66521,Petrol,Trustmark Dealer,Manual,First Owner,775000
2018,23974,Diesel,Dealer,Automatic,Second Owner,1725000
2016,43000,Diesel,Dealer,Automatic,First Owner,2150000
2013,1000,Diesel,Dealer,Manual,Second Owner,450000
2018,10000,Diesel,Dealer,Automatic,First Owner,3800000
2013,86000,Diesel,Dealer,Automatic,First Owner,1580000
2019,30000,Diesel,Dealer,Automatic,First Owner,4950000
2016,52600,Diesel,Individual,Manual,First Owner,535000
2012,110000,Petrol,Individual,Manual,Second Owner,225000
2017,19890,Petrol,Dealer,Automatic,First Owner,550000
2016,7104,Petrol,Trustmark Dealer,Manual,First Owner,670000
2015,11918,Petrol,Trustmark Dealer,Manual,First Owner,625000
2017,10510,Petrol,Dealer,Automatic,First Owner,520000
2016,41000,Petrol,Dealer,Manual,First Owner,239000
2017,47162,Diesel,Trustmark Dealer,Automatic,First Owner,2600000
2015,45974,Diesel,Trustmark Dealer,Manual,First Owner,750000
2012,49824,Petrol,Dealer,Manual,First Owner,229999
2013,58500,Diesel,Dealer,Automatic,First Owner,1300000
2005,56580,Petrol,Dealer,Manual,First Owner,80000
2012,52000,Diesel,Dealer,Manual,First Owner,385000
2015,55340,Petrol,Trustmark Dealer,Manual,First Owner,760000
2017,46507,Diesel,Trustmark Dealer,Manual,First Owner,600000
2013,1000,Diesel,Dealer,Manual,Second Owner,450000
2018,10000,Diesel,Dealer,Automatic,First Owner,3800000
2013,86000,Diesel,Dealer,Automatic,First Owner,1580000
2019,30000,Diesel,Dealer,Automatic,First Owner,4950000
2016,52600,Diesel,Individual,Manual,First Owner,535000
2012,110000,Petrol,Individual,Manual,Second Owner,225000
2017,19890,Petrol,Dealer,Automatic,First Owner,550000
2016,7104,Petrol,Trustmark Dealer,Manual,First Owner,670000
2015,11918,Petrol,Trustmark Dealer,Manual,First Owner,625000
2017,10510,Petrol,Dealer,Automatic,First Owner,520000
2016,41000,Petrol,Dealer,Manual,First Owner,239000
2017,47162,Diesel,Trustmark Dealer,Automatic,First Owner,2600000
2015,45974,Diesel,Trustmark Dealer,Manual,First Owner,750000
2012,49824,Petrol,Dealer,Manual,First Owner,229999
2013,58500,Diesel,Dealer,Automatic,First Owner,1300000
2005,56580,Petrol,Dealer,Manual,First Owner,80000
2012,52000,Diesel,Dealer,Manual,First Owner,385000
2015,55340,Petrol,Trustmark Dealer,Manual,First Owner,760000
2017,46507,Diesel,Trustmark Dealer,Manual,First Owner,600000
2013,1000,Diesel,Dealer,Manual,Second Owner,450000
2018,10000,Diesel,Dealer,Automatic,First Owner,3800000
2013,86000,Diesel,Dealer,Automatic,First Owner,1580000
2019,30000,Diesel,Dealer,Automatic,First Owner,4950000
2016,52600,Diesel,Individual,Manual,First Owner,535000
2012,110000,Petrol,Individual,Manual,Second Owner,225000
2017,19890,Petrol,Dealer,Automatic,First Owner,550000
2016,7104,Petrol,Trustmark Dealer,Manual,First Owner,670000
2015,11918,Petrol,Trustmark Dealer,Manual,First Owner,625000
2017,10510,Petrol,Dealer,Automatic,First Owner,520000
2016,41000,Petrol,Dealer,Manual,First Owner,239000
2017,47162,Diesel,Trustmark Dealer,Automatic,First Owner,2600000
2015,45974,Diesel,Trustmark Dealer,Manual,First Owner,750000
2012,49824,Petrol,Dealer,Manual,First Owner,229999
2013,58500,Diesel,Dealer,Automatic,First Owner,1300000
2005,56580,Petrol,Dealer,Manual,First Owner,80000
2012,52000,Diesel,Dealer,Manual,First Owner,385000
2015,55340,Petrol,Trustmark Dealer,Manual,First Owner,760000
2017,46507,Diesel,Trustmark Dealer,Manual,First Owner,600000
2013,1000,Diesel,Dealer,Manual,Second Owner,450000
2018,10000,Diesel,Dealer,Automatic,First Owner,3800000
2013,86000,Diesel,Dealer,Automatic,First Owner,1580000
2019,30000,Diesel,Dealer,Automatic,First Owner,4950000
2016,52600,Diesel,Individual,Manual,First Owner,535000
2012,110000,Petrol,Individual,Manual,Second Owner,225000
2017,19890,Petrol,Dealer,Automatic,First Owner,550000
2016,7104,Petrol,Trustmark Dealer,Manual,First Owner,670000
2015,11918,Petrol,Trustmark Dealer,Manual,First Owner,625000
2017,10510,Petrol,Dealer,Automatic,First Owner,520000
2016,41000,Petrol,Dealer,Manual,First Owner,239000
2017,47162,Diesel,Trustmark Dealer,Automatic,First Owner,2600000
2015,45974,Diesel,Trustmark Dealer,Manual,First Owner,750000
2012,49824,Petrol,Dealer,Manual,First Owner,229999
2013,58500,Diesel,Dealer,Automatic,First Owner,1300000
2005,56580,Petrol,Dealer,Manual,First Owner,80000
2012,52000,Diesel,Dealer,Manual,First Owner,385000
2015,55340,Petrol,Trustmark Dealer,Manual,First Owner,760000
2017,46507,Diesel,Trustmark Dealer,Manual,First Owner,600000
2013,50000,Petrol,Individual,Manual,Second Owner,350000
2014,30000,Petrol,Individual,Manual,First Owner,114999
2013,50000,Petrol,Individual,Manual,Second Owner,380000
1995,100000,Petrol,Individual,Manual,Second Owner,95000
2016,35000,Diesel,Individual,Manual,First Owner,900000
2012,90000,Petrol,Individual,Manual,Second Owner,200999
2014,11451,Petrol,Individual,Manual,First Owner,229999
2019,60000,Diesel,Individual,Manual,First Owner,800000
2012,172000,Diesel,Individual,Manual,Second Owner,150000
2018,60000,Diesel,Individual,Manual,First Owner,600000
2005,150000,Diesel,Individual,Manual,First Owner,150000
2009,66000,Diesel,Individual,Manual,First Owner,150000
2019,5000,Petrol,Individual,Manual,First Owner,380000
2006,66508,Petrol,Individual,Manual,Second Owner,80000
2007,55000,Petrol,Individual,Manual,Second Owner,225000
2012,29900,Petrol,Individual,Manual,First Owner,75000
2017,3000,Diesel,Individual,Manual,First Owner,1600000
2012,85000,Diesel,Individual,Manual,First Owner,185000
2011,50000,Diesel,Individual,Manual,First Owner,425000
2010,120000,Diesel,Individual,Manual,Second Owner,100000
2008,90000,Petrol,Individual,Manual,Third Owner,140000
2017,8000,Petrol,Individual,Automatic,First Owner,710000
2015,7900,Petrol,Individual,Automatic,First Owner,450000
2017,50000,Petrol,Individual,Manual,First Owner,210000
2016,25000,Petrol,Individual,Manual,First Owner,270000
2009,20000,Petrol,Individual,Manual,First Owner,110000
2018,17500,Petrol,Individual,Manual,First Owner,540000
2008,25000,Petrol,Individual,Manual,First Owner,145000
2013,206500,Diesel,Individual,Manual,First Owner,360000
2013,88600,LPG,Individual,Manual,First Owner,250000
2012,80000,Diesel,Individual,Manual,First Owner,110000
2008,100000,Diesel,Individual,Manual,Fourth & Above Owner,250000
2011,186000,Diesel,Individual,Manual,Second Owner,150000
2010,60000,Petrol,Individual,Manual,First Owner,140000
2019,11000,Petrol,Individual,Manual,First Owner,925000
2017,30000,Diesel,Individual,Manual,First Owner,969999
2007,80000,CNG,Individual,Manual,Third Owner,90000
2001,60000,Petrol,Individual,Manual,Third Owner,55000
2007,100000,Diesel,Individual,Manual,Fourth & Above Owner,155000
2019,15000,Diesel,Individual,Manual,First Owner,900000
2011,90000,Petrol,Individual,Manual,First Owner,135000
2012,120000,Petrol,Individual,Manual,First Owner,180000
2013,100000,Diesel,Individual,Manual,Second Owner,495000
2009,138000,Diesel,Individual,Manual,Third Owner,400000
2008,110000,Diesel,Individual,Manual,Second Owner,250000
2015,120000,Petrol,Individual,Manual,Fourth & Above Owner,138000
2011,70000,Petrol,Individual,Automatic,Second Owner,311000
2015,70000,Petrol,Individual,Manual,First Owner,190000
2011,140000,Diesel,Individual,Manual,First Owner,311000
2009,15000,Petrol,Individual,Manual,First Owner,300000
2018,20000,Petrol,Individual,Manual,First Owner,600000
2009,100000,Diesel,Individual,Manual,First Owner,550000
2015,70000,Petrol,Individual,Automatic,First Owner,600000
2018,5000,Petrol,Individual,Manual,First Owner,195000
2013,27974,Petrol,Individual,Manual,First Owner,58000
2018,40000,Petrol,Individual,Manual,First Owner,183000
2007,80000,Petrol,Individual,Manual,First Owner,95000
2013,38000,Petrol,Individual,Manual,First Owner,250000
2013,38000,Petrol,Individual,Manual,First Owner,250000
2014,35000,Petrol,Individual,Manual,First Owner,400000
2012,60000,Diesel,Individual,Manual,Second Owner,409999
2004,120000,Diesel,Individual,Manual,Second Owner,120000
2018,18000,Petrol,Individual,Automatic,First Owner,600000
2016,10000,Petrol,Individual,Manual,First Owner,600000
2015,90000,Diesel,Individual,Manual,Third Owner,825000
2016,80000,Diesel,Individual,Manual,Second Owner,625000
2020,1400,Diesel,Individual,Manual,First Owner,700000
2011,60000,Petrol,Individual,Manual,First Owner,160000
2011,60000,Petrol,Individual,Manual,Third Owner,114999
2009,53000,Petrol,Individual,Manual,First Owner,150000
2010,100000,Diesel,Dealer,Manual,First Owner,250000
2012,86000,Diesel,Dealer,Manual,Second Owner,390000
2015,100000,Diesel,Individual,Manual,First Owner,650000
2016,30000,Diesel,Individual,Manual,First Owner,600000
2011,120000,Petrol,Individual,Manual,First Owner,250000
2011,60000,LPG,Individual,Manual,Second Owner,229999
2016,50000,Diesel,Individual,Manual,Second Owner,299000
2010,124000,Diesel,Individual,Manual,Second Owner,330000
2012,100000,Petrol,Individual,Manual,Third Owner,180000
2017,42000,Petrol,Individual,Manual,First Owner,475000
2015,100000,Diesel,Individual,Manual,First Owner,325000
2016,28205,Petrol,Dealer,Manual,First Owner,639000
2017,32670,Petrol,Dealer,Automatic,First Owner,415000
2016,30093,Diesel,Dealer,Automatic,First Owner,1199000
2013,56228,CNG,Dealer,Manual,First Owner,525000
2013,59319,Petrol,Dealer,Manual,First Owner,425000
2016,39503,Diesel,Dealer,Manual,First Owner,699000
2013,35299,Petrol,Dealer,Manual,First Owner,325000
2011,51687,Petrol,Dealer,Manual,First Owner,275000
2011,76259,Petrol,Dealer,Automatic,First Owner,269000
2013,44049,Diesel,Dealer,Manual,First Owner,399000
2017,45087,Diesel,Dealer,Manual,First Owner,475000
2011,41125,Petrol,Dealer,Manual,First Owner,249000
2014,42215,Diesel,Dealer,Automatic,First Owner,1549000
2011,54206,Petrol,Dealer,Manual,First Owner,254999
2012,52547,Petrol,Dealer,Manual,First Owner,269000
2014,59110,Diesel,Dealer,Manual,First Owner,665000
2014,54565,Petrol,Dealer,Manual,First Owner,299000
2010,47564,Petrol,Dealer,Manual,Second Owner,265000
2010,45143,Petrol,Dealer,Manual,Second Owner,211000
2013,61624,Petrol,Dealer,Automatic,Second Owner,599000
2007,195000,Diesel,Individual,Manual,Third Owner,55000
2014,50000,Diesel,Individual,Manual,First Owner,550000
2018,68000,Diesel,Individual,Automatic,First Owner,4000000
2010,120000,Diesel,Individual,Manual,Second Owner,220000
2019,20000,Petrol,Individual,Manual,First Owner,500000
2010,30000,Petrol,Individual,Manual,First Owner,140000
2013,60000,Diesel,Individual,Manual,First Owner,325000
2010,90000,Petrol,Individual,Manual,Third Owner,210000
2008,90000,Petrol,Individual,Manual,Second Owner,110000
2019,25000,Diesel,Individual,Manual,First Owner,1200000
2017,40000,Petrol,Individual,Manual,First Owner,229999
2012,110000,Petrol,Individual,Manual,Second Owner,225000
2006,132000,Petrol,Individual,Manual,First Owner,165000
2018,10980,Petrol,Dealer,Automatic,First Owner,525000
2018,20629,Petrol,Dealer,Manual,First Owner,325000
2018,50000,Diesel,Individual,Manual,First Owner,1500000
2015,30000,Petrol,Individual,Automatic,First Owner,400000
2015,69782,Petrol,Dealer,Manual,First Owner,550000
2003,54000,Petrol,Individual,Manual,First Owner,98000
2013,63654,Diesel,Dealer,Manual,First Owner,900000
2017,60000,Diesel,Individual,Manual,First Owner,700000
2015,52000,Diesel,Dealer,Manual,First Owner,890000
2015,59385,Diesel,Dealer,Manual,First Owner,490000
2015,70378,Petrol,Dealer,Manual,First Owner,525000
2013,55425,Petrol,Dealer,Manual,First Owner,330000
2013,78413,Diesel,Dealer,Manual,Second Owner,550000
2018,40890,Diesel,Dealer,Manual,First Owner,790000
2015,34823,Petrol,Dealer,Manual,Second Owner,350000
2017,75000,Diesel,Individual,Automatic,First Owner,1700000
2017,55545,Diesel,Dealer,Manual,First Owner,750000
2014,56541,Diesel,Dealer,Manual,First Owner,409999
2016,43700,Petrol,Individual,Manual,First Owner,220000
2009,120000,Petrol,Individual,Manual,Second Owner,68000
2017,20000,Petrol,Individual,Manual,First Owner,290000
2014,27483,Diesel,Dealer,Manual,First Owner,600000
2019,8000,Petrol,Individual,Manual,First Owner,470000
2008,30000,Petrol,Individual,Manual,First Owner,150000
2014,56207,Petrol,Dealer,Manual,Second Owner,180000
2006,70000,Petrol,Individual,Manual,First Owner,80000
2018,1440,Petrol,Individual,Manual,First Owner,875000
2019,50000,Petrol,Individual,Manual,First Owner,300000
2017,20000,Diesel,Individual,Automatic,First Owner,2800000
2017,91195,Diesel,Dealer,Manual,First Owner,1330000
2011,63657,Diesel,Dealer,Manual,First Owner,220000
2013,60000,Diesel,Individual,Manual,First Owner,250000
2016,75000,Diesel,Dealer,Manual,First Owner,919999
2013,97248,Petrol,Dealer,Manual,First Owner,380000
2012,46000,Diesel,Individual,Manual,First Owner,450000
2016,10000,Petrol,Individual,Automatic,First Owner,770000
2018,80000,Diesel,Individual,Manual,First Owner,550000
2011,100000,Diesel,Individual,Manual,Second Owner,320000
2013,35000,Petrol,Individual,Manual,First Owner,400000
2017,50000,Petrol,Individual,Automatic,First Owner,450000
2011,90000,Diesel,Individual,Manual,Third Owner,220000
2012,150000,Diesel,Individual,Manual,Second Owner,400000
2013,89000,Petrol,Individual,Manual,Second Owner,530000
2014,60000,Diesel,Individual,Manual,Second Owner,390000
2012,100000,Diesel,Individual,Manual,Second Owner,185000
2012,100000,Petrol,Individual,Manual,Second Owner,300000
2014,90000,Diesel,Individual,Manual,Second Owner,575000
2014,75000,Petrol,Individual,Manual,First Owner,300000
2017,36000,Diesel,Dealer,Manual,First Owner,425000
2016,12000,Petrol,Individual,Manual,First Owner,350000
2017,12997,Diesel,Dealer,Manual,First Owner,550000
2017,40000,Petrol,Individual,Automatic,First Owner,500000
2015,60000,Diesel,Individual,Manual,First Owner,600000
2013,25000,Diesel,Individual,Manual,Second Owner,300000
2018,26430,Diesel,Dealer,Manual,First Owner,1150000
2015,24600,Petrol,Dealer,Manual,First Owner,475000
2011,28481,Petrol,Dealer,Manual,First Owner,260000
2013,100000,Petrol,Individual,Manual,First Owner,350000
2013,41988,Diesel,Dealer,Manual,First Owner,750000
2009,30375,Petrol,Dealer,Manual,First Owner,180000
